acoustic_data,time_to_failure
4,1.4552984993
-1,1.4552984982
0,1.4552984971
4,1.455298496
2,1.4552984949
2,1.4552984938
5,1.4552984927
4,1.4552984916
4,1.4552984905
7,1.4552984894
4,1.4552984883
5,1.4552984872
11,1.4552984861
12,1.455298485
10,1.4552984839
11,1.4552984828
9,1.4552984817
4,1.4552984806
5,1.4552984795
6,1.4552984784
5,1.4552984773
5,1.4552984762
3,1.4552984751
10,1.455298474
3,1.4552984729
0,1.4552984718
6,1.4552984707
5,1.4552984696
5,1.4552984685
5,1.4552984674
3,1.4552984663
0,1.4552984652
2,1.4552984641
5,1.455298463
5,1.4552984619
3,1.4552984608
4,1.4552984597
6,1.4552984586
-1,1.4552984575
-1,1.4552984564
3,1.4552984553
-2,1.4552984542
3,1.4552984531
1,1.455298452
3,1.4552984509
5,1.4552984498
11,1.4552984487
10,1.4552984476
6,1.4552984465
6,1.4552984454
2,1.4552984443
5,1.4552984432
9,1.4552984421
10,1.455298441
7,1.4552984399
6,1.4552984388
7,1.4552984377
7,1.4552984366
8,1.4552984355
6,1.4552984344
6,1.4552984333
7,1.4552984322
7,1.4552984311
5,1.45529843
4,1.4552984289
2,1.4552984278
0,1.4552984267
3,1.4552984256
8,1.4552984245
7,1.4552984234
8,1.4552984223
11,1.4552984212
9,1.4552984201
9,1.455298419
2,1.4552984179
1,1.4552984168
2,1.4552984157
5,1.4552984146
6,1.4552984135
4,1.4552984124
6,1.4552984113
7,1.4552984102
7,1.4552984091
4,1.455298408
9,1.4552984069
7,1.4552984058
3,1.4552984047
4,1.4552984036
2,1.4552984025
5,1.4552984014
5,1.4552984003
1,1.4552983992
4,1.4552983981
7,1.455298397
4,1.4552983959
0,1.4552983948
-2,1.4552983937
4,1.4552983926
6,1.4552983915
6,1.4552983904
10,1.4552983893
11,1.4552983882
9,1.4552983871
7,1.455298386
6,1.4552983849
3,1.4552983838
7,1.4552983827
5,1.4552983816
8,1.4552983805
6,1.4552983794
5,1.4552983783
3,1.4552983772
2,1.4552983761
6,1.455298375
7,1.4552983739
6,1.4552983728
7,1.4552983717
5,1.4552983706
3,1.4552983695
2,1.4552983684
5,1.4552983673
8,1.4552983662
9,1.4552983651
10,1.455298364
5,1.4552983629
6,1.4552983618
7,1.4552983607
3,1.4552983596
3,1.4552983585
-2,1.4552983574
2,1.4552983563
8,1.4552983552
4,1.4552983541
7,1.455298353
2,1.4552983519
5,1.4552983508
2,1.4552983497
4,1.4552983486
7,1.4552983475
7,1.4552983464
10,1.4552983453
7,1.4552983442
10,1.4552983431
9,1.455298342
4,1.4552983409
1,1.4552983398
6,1.4552983387
7,1.4552983376
2,1.4552983365
3,1.4552983354
0,1.4552983343
5,1.4552983332
6,1.4552983321
8,1.455298331
1,1.4552983299
6,1.4552983288
8,1.4552983277
8,1.4552983266
5,1.4552983255
5,1.4552983244
4,1.4552983233
4,1.4552983222
2,1.4552983211
4,1.45529832
1,1.4552983189
-3,1.4552983178
0,1.4552983167
5,1.4552983156
6,1.4552983145
10,1.4552983134
5,1.4552983123
10,1.4552983112
5,1.4552983101
6,1.455298309
8,1.4552983079
7,1.4552983068
8,1.4552983057
6,1.4552983046
7,1.4552983035
9,1.4552983024
5,1.4552983013
4,1.4552983002
5,1.4552982991
8,1.455298298
2,1.4552982969
5,1.4552982958
4,1.4552982947
-1,1.4552982936
-1,1.4552982925
1,1.4552982914
1,1.4552982903
3,1.4552982892
2,1.4552982881
-2,1.455298287
3,1.4552982859
5,1.4552982848
4,1.4552982837
5,1.4552982826
5,1.4552982815
3,1.4552982804
3,1.4552982793
7,1.4552982782
5,1.4552982771
8,1.455298276
9,1.4552982749
4,1.4552982738
6,1.4552982727
6,1.4552982716
8,1.4552982705
8,1.4552982694
8,1.4552982683
7,1.4552982672
4,1.4552982661
2,1.455298265
4,1.4552982639
4,1.4552982628
2,1.4552982617
4,1.4552982606
7,1.4552982595
8,1.4552982584
4,1.4552982573
6,1.4552982562
5,1.4552982551
3,1.455298254
3,1.4552982529
10,1.4552982518
5,1.4552982507
5,1.4552982496
5,1.4552982485
4,1.4552982474
4,1.4552982463
6,1.4552982452
4,1.4552982441
5,1.455298243
3,1.4552982419
6,1.4552982408
7,1.4552982397
3,1.4552982386
6,1.4552982375
6,1.4552982364
7,1.4552982353
4,1.4552982342
6,1.4552982331
2,1.455298232
3,1.4552982309
14,1.4552982298
10,1.4552982287
2,1.4552982276
7,1.4552982265
6,1.4552982254
7,1.4552982243
5,1.4552982232
6,1.4552982221
4,1.455298221
2,1.4552982199
1,1.4552982188
2,1.4552982177
9,1.4552982166
10,1.4552982155
7,1.4552982144
-1,1.4552982133
4,1.4552982122
11,1.4552982111
8,1.45529821
7,1.4552982089
7,1.4552982078
4,1.4552982067
3,1.4552982056
3,1.4552982045
3,1.4552982034
6,1.4552982023
4,1.4552982012
4,1.4552982001
6,1.455298199
5,1.4552981979
2,1.4552981968
-1,1.4552981957
8,1.4552981946
6,1.4552981935
4,1.4552981924
4,1.4552981913
2,1.4552981902
4,1.4552981891
1,1.455298188
4,1.4552981869
1,1.4552981858
7,1.4552981847
1,1.4552981836
-1,1.4552981825
8,1.4552981814
6,1.4552981803
-3,1.4552981792
5,1.4552981781
10,1.455298177
4,1.4552981759
5,1.4552981748
8,1.4552981737
10,1.4552981726
6,1.4552981715
4,1.4552981704
2,1.4552981693
4,1.4552981682
3,1.4552981671
6,1.455298166
9,1.4552981649
7,1.4552981638
1,1.4552981627
2,1.4552981616
8,1.4552981605
11,1.4552981594
8,1.4552981583
6,1.4552981572
3,1.4552981561
1,1.455298155
6,1.4552981539
5,1.4552981528
10,1.4552981517
9,1.4552981506
5,1.4552981495
7,1.4552981484
4,1.4552981473
8,1.4552981462
6,1.4552981451
1,1.455298144
-1,1.4552981429
3,1.4552981418
8,1.4552981407
6,1.4552981396
1,1.4552981385
1,1.4552981374
4,1.4552981363
5,1.4552981352
9,1.4552981341
5,1.455298133
6,1.4552981319
3,1.4552981308
6,1.4552981297
3,1.4552981286
7,1.4552981275
5,1.4552981264
5,1.4552981253
2,1.4552981242
0,1.4552981231
2,1.455298122
6,1.4552981209
8,1.4552981198
9,1.4552981187
4,1.4552981176
2,1.4552981165
5,1.4552981154
3,1.4552981143
5,1.4552981132
7,1.4552981121
9,1.455298111
7,1.4552981099
4,1.4552981088
7,1.4552981077
4,1.4552981066
4,1.4552981055
5,1.4552981044
5,1.4552981033
7,1.4552981022
3,1.4552981011
3,1.4552981
7,1.4552980989
7,1.4552980978
1,1.4552980967
2,1.4552980956
6,1.4552980945
3,1.4552980934
1,1.4552980923
1,1.4552980912
5,1.4552980901
6,1.455298089
7,1.4552980879
8,1.4552980868
6,1.4552980857
5,1.4552980846
6,1.4552980835
3,1.4552980824
4,1.4552980813
5,1.4552980802
3,1.4552980791
6,1.455298078
7,1.4552980769
3,1.4552980758
4,1.4552980747
4,1.4552980736
4,1.4552980725
3,1.4552980714
5,1.4552980703
4,1.4552980692
3,1.4552980681
6,1.455298067
8,1.4552980659
8,1.4552980648
3,1.4552980637
4,1.4552980626
6,1.4552980615
6,1.4552980604
8,1.4552980593
8,1.4552980582
5,1.4552980571
3,1.455298056
2,1.4552980549
7,1.4552980538
1,1.4552980527
-2,1.4552980516
-2,1.4552980505
1,1.4552980494
1,1.4552980483
2,1.4552980472
6,1.4552980461
4,1.455298045
6,1.4552980439
10,1.4552980428
9,1.4552980417
10,1.4552980406
11,1.4552980395
15,1.4552980384
11,1.4552980373
6,1.4552980362
1,1.4552980351
0,1.455298034
0,1.4552980329
-4,1.4552980318
-4,1.4552980307
2,1.4552980296
0,1.4552980285
4,1.4552980274
8,1.4552980263
7,1.4552980252
10,1.4552980241
8,1.455298023
11,1.4552980219
12,1.4552980208
15,1.4552980197
10,1.4552980186
7,1.4552980175
2,1.4552980164
-1,1.4552980153
1,1.4552980142
0,1.4552980131
-8,1.455298012
-4,1.4552980109
1,1.4552980098
0,1.4552980087
3,1.4552980076
10,1.4552980065
10,1.4552980054
13,1.4552980043
14,1.4552980032
10,1.4552980021
7,1.455298001
10,1.4552979999
6,1.4552979988
3,1.4552979977
-1,1.4552979966
-5,1.4552979955
-3,1.4552979944
0,1.4552979933
-1,1.4552979922
3,1.4552979911
7,1.45529799
8,1.4552979889
11,1.4552979878
9,1.4552979867
11,1.4552979856
11,1.4552979845
11,1.4552979834
8,1.4552979823
3,1.4552979812
2,1.4552979801
-1,1.455297979
-4,1.4552979779
2,1.4552979768
-2,1.4552979757
1,1.4552979746
0,1.4552979735
4,1.4552979724
7,1.4552979713
7,1.4552979702
9,1.4552979691
8,1.455297968
13,1.4552979669
9,1.4552979658
5,1.4552979647
7,1.4552979636
8,1.4552979625
6,1.4552979614
1,1.4552979603
-5,1.4552979592
-2,1.4552979581
1,1.455297957
0,1.4552979559
2,1.4552979548
5,1.4552979537
11,1.4552979526
10,1.4552979515
8,1.4552979504
9,1.4552979493
7,1.4552979482
5,1.4552979471
5,1.455297946
7,1.4552979449
12,1.4552979438
4,1.4552979427
1,1.4552979416
0,1.4552979405
-2,1.4552979394
5,1.4552979383
7,1.4552979372
9,1.4552979361
5,1.455297935
6,1.4552979339
7,1.4552979328
5,1.4552979317
4,1.4552979306
7,1.4552979295
3,1.4552979284
7,1.4552979273
4,1.4552979262
3,1.4552979251
1,1.455297924
7,1.4552979229
8,1.4552979218
4,1.4552979207
5,1.4552979196
3,1.4552979185
3,1.4552979174
3,1.4552979163
3,1.4552979152
5,1.4552979141
8,1.455297913
9,1.4552979119
6,1.4552979108
8,1.4552979097
6,1.4552979086
3,1.4552979075
1,1.4552979064
2,1.4552979053
4,1.4552979042
5,1.4552979031
1,1.455297902
1,1.4552979009
-1,1.4552978998
1,1.4552978987
5,1.4552978976
12,1.4552978965
9,1.4552978954
9,1.4552978943
8,1.4552978932
6,1.4552978921
5,1.455297891
8,1.4552978899
4,1.4552978888
4,1.4552978877
8,1.4552978866
6,1.4552978855
8,1.4552978844
6,1.4552978833
4,1.4552978822
10,1.4552978811
4,1.45529788
3,1.4552978789
2,1.4552978778
5,1.4552978767
1,1.4552978756
1,1.4552978745
5,1.4552978734
8,1.4552978723
6,1.4552978712
7,1.4552978701
11,1.455297869
3,1.4552978679
1,1.4552978668
6,1.4552978657
3,1.4552978646
4,1.4552978635
7,1.4552978624
8,1.4552978613
9,1.4552978602
8,1.4552978591
4,1.455297858
2,1.4552978569
6,1.4552978558
8,1.4552978547
8,1.4552978536
6,1.4552978525
5,1.4552978514
9,1.4552978503
2,1.4552978492
0,1.4552978481
2,1.455297847
2,1.4552978459
2,1.4552978448
-2,1.4552978437
5,1.4552978426
11,1.4552978415
8,1.4552978404
4,1.4552978393
11,1.4552978382
8,1.4552978371
7,1.455297836
8,1.4552978349
8,1.4552978338
6,1.4552978327
5,1.4552978316
1,1.4552978305
-1,1.4552978294
-3,1.4552978283
1,1.4552978272
8,1.4552978261
7,1.455297825
6,1.4552978239
7,1.4552978228
9,1.4552978217
12,1.4552978206
11,1.4552978195
6,1.4552978184
2,1.4552978173
1,1.4552978162
2,1.4552978151
5,1.455297814
3,1.4552978129
4,1.4552978118
3,1.4552978107
2,1.4552978096
5,1.4552978085
4,1.4552978074
6,1.4552978063
5,1.4552978052
-2,1.4552978041
0,1.455297803
7,1.4552978019
7,1.4552978008
1,1.4552977997
3,1.4552977986
6,1.4552977975
8,1.4552977964
4,1.4552977953
-1,1.4552977942
0,1.4552977931
4,1.455297792
3,1.4552977909
0,1.4552977898
8,1.4552977887
4,1.4552977876
4,1.4552977865
9,1.4552977854
8,1.4552977843
5,1.4552977832
4,1.4552977821
4,1.455297781
4,1.4552977799
7,1.4552977788
8,1.4552977777
4,1.4552977766
4,1.4552977755
6,1.4552977744
4,1.4552977733
7,1.4552977722
5,1.4552977711
9,1.45529777
9,1.4552977689
3,1.4552977678
3,1.4552977667
7,1.4552977656
8,1.4552977645
4,1.4552977634
6,1.4552977623
6,1.4552977612
4,1.4552977601
5,1.455297759
5,1.4552977579
7,1.4552977568
2,1.4552977557
3,1.4552977546
5,1.4552977535
6,1.4552977524
3,1.4552977513
5,1.4552977502
2,1.4552977491
5,1.455297748
5,1.4552977469
1,1.4552977458
4,1.4552977447
2,1.4552977436
3,1.4552977425
6,1.4552977414
12,1.4552977403
5,1.4552977392
4,1.4552977381
7,1.455297737
6,1.4552977359
0,1.4552977348
-2,1.4552977337
4,1.4552977326
5,1.4552977315
4,1.4552977304
4,1.4552977293
3,1.4552977282
5,1.4552977271
3,1.455297726
3,1.4552977249
9,1.4552977238
10,1.4552977227
0,1.4552977216
5,1.4552977205
4,1.4552977194
6,1.4552977183
3,1.4552977172
2,1.4552977161
5,1.455297715
7,1.4552977139
4,1.4552977128
2,1.4552977117
1,1.4552977106
4,1.4552977095
6,1.4552977084
3,1.4552977073
4,1.4552977062
6,1.4552977051
8,1.455297704
9,1.4552977029
9,1.4552977018
7,1.4552977007
4,1.4552976996
6,1.4552976985
-2,1.4552976974
2,1.4552976963
3,1.4552976952
1,1.4552976941
7,1.455297693
10,1.4552976919
3,1.4552976908
7,1.4552976897
4,1.4552976886
3,1.4552976875
0,1.4552976864
0,1.4552976853
3,1.4552976842
3,1.4552976831
4,1.455297682
1,1.4552976809
4,1.4552976798
5,1.4552976787
8,1.4552976776
10,1.4552976765
7,1.4552976754
4,1.4552976743
5,1.4552976732
5,1.4552976721
4,1.455297671
6,1.4552976699
7,1.4552976688
10,1.4552976677
10,1.4552976666
4,1.4552976655
6,1.4552976644
4,1.4552976633
3,1.4552976622
7,1.4552976611
5,1.45529766
1,1.4552976589
1,1.4552976578
6,1.4552976567
3,1.4552976556
2,1.4552976545
2,1.4552976534
6,1.4552976523
5,1.4552976512
2,1.4552976501
4,1.455297649
6,1.4552976479
7,1.4552976468
7,1.4552976457
5,1.4552976446
3,1.4552976435
7,1.4552976424
7,1.4552976413
5,1.4552976402
0,1.4552976391
1,1.455297638
7,1.4552976369
8,1.4552976358
6,1.4552976347
3,1.4552976336
4,1.4552976325
6,1.4552976314
5,1.4552976303
3,1.4552976292
6,1.4552976281
1,1.455297627
5,1.4552976259
8,1.4552976248
9,1.4552976237
7,1.4552976226
10,1.4552976215
7,1.4552976204
7,1.4552976193
7,1.4552976182
2,1.4552976171
0,1.455297616
3,1.4552976149
8,1.4552976138
8,1.4552976127
3,1.4552976116
5,1.4552976105
4,1.4552976094
2,1.4552976083
7,1.4552976072
1,1.4552976061
3,1.455297605
6,1.4552976039
8,1.4552976028
4,1.4552976017
6,1.4552976006
8,1.4552975995
2,1.4552975984
3,1.4552975973
2,1.4552975962
4,1.4552975951
6,1.455297594
5,1.4552975929
9,1.4552975918
7,1.4552975907
5,1.4552975896
9,1.4552975885
10,1.4552975874
5,1.4552975863
3,1.4552975852
5,1.4552975841
6,1.455297583
3,1.4552975819
3,1.4552975808
4,1.4552975797
6,1.4552975786
2,1.4552975775
5,1.4552975764
5,1.4552975753
1,1.4552975742
1,1.4552975731
0,1.455297572
4,1.4552975709
6,1.4552975698
7,1.4552975687
3,1.4552975676
4,1.4552975665
2,1.4552975654
1,1.4552975643
6,1.4552975632
2,1.4552975621
2,1.455297561
0,1.4552975599
-1,1.4552975588
6,1.4552975577
4,1.4552975566
7,1.4552975555
9,1.4552975544
6,1.4552975533
11,1.4552975522
10,1.4552975511
12,1.45529755
5,1.4552975489
9,1.4552975478
5,1.4552975467
-1,1.4552975456
10,1.4552975445
7,1.4552975434
4,1.4552975423
5,1.4552975412
2,1.4552975401
3,1.455297539
1,1.4552975379
0,1.4552975368
0,1.4552975357
2,1.4552975346
2,1.4552975335
3,1.4552975324
2,1.4552975313
6,1.4552975302
2,1.4552975291
2,1.455297528
-1,1.4552975269
7,1.4552975258
7,1.4552975247
9,1.4552975236
9,1.4552975225
5,1.4552975214
7,1.4552975203
11,1.4552975192
10,1.4552975181
10,1.455297517
6,1.4552975159
4,1.4552975148
2,1.4552975137
2,1.4552975126
4,1.4552975115
4,1.4552975104
3,1.4552975093
9,1.4552975082
4,1.4552975071
1,1.455297506
5,1.4552975049
4,1.4552975038
4,1.4552975027
-1,1.4552975016
5,1.4552975005
6,1.4552974994
1,1.4552974983
4,1.4552974972
4,1.4552974961
2,1.455297495
0,1.4552974939
1,1.4552974928
1,1.4552974917
6,1.4552974906
8,1.4552974895
6,1.4552974884
7,1.4552974873
4,1.4552974862
5,1.4552974851
7,1.455297484
10,1.4552974829
7,1.4552974818
6,1.4552974807
8,1.4552974796
6,1.4552974785
1,1.4552974774
3,1.4552974763
3,1.4552974752
3,1.4552974741
0,1.455297473
4,1.4552974719
6,1.4552974708
8,1.4552974697
3,1.4552974686
6,1.4552974675
2,1.4552974664
7,1.4552974653
7,1.4552974642
6,1.4552974631
6,1.455297462
4,1.4552974609
2,1.4552974598
1,1.4552974587
4,1.4552974576
2,1.4552974565
9,1.4552974554
5,1.4552974543
6,1.4552974532
3,1.4552974521
2,1.455297451
0,1.4552974499
2,1.4552974488
7,1.4552974477
6,1.4552974466
3,1.4552974455
6,1.4552974444
7,1.4552974433
8,1.4552974422
9,1.4552974411
9,1.45529744
4,1.4552974389
1,1.4552974378
2,1.4552974367
1,1.4552974356
4,1.4552974345
7,1.4552974334
3,1.4552974323
3,1.4552974312
5,1.4552974301
6,1.455297429
4,1.4552974279
6,1.4552974268
7,1.4552974257
4,1.4552974246
4,1.4552974235
6,1.4552974224
4,1.4552974213
1,1.4552974202
2,1.4552974191
4,1.455297418
3,1.4552974169
5,1.4552974158
5,1.4552974147
-2,1.4552974136
2,1.4552974125
10,1.4552974114
11,1.4552974103
7,1.4552974092
8,1.4552974081
5,1.455297407
1,1.4552974059
2,1.4552974048
1,1.4552974037
5,1.4552974026
6,1.4552974015
4,1.4552974004
1,1.4552973993
6,1.4552973982
2,1.4552973971
4,1.455297396
8,1.4552973949
5,1.4552973938
3,1.4552973927
1,1.4552973916
1,1.4552973905
-1,1.4552973894
1,1.4552973883
1,1.4552973872
6,1.4552973861
13,1.455297385
13,1.4552973839
5,1.4552973828
7,1.4552973817
6,1.4552973806
8,1.4552973795
5,1.4552973784
1,1.4552973773
1,1.4552973762
4,1.4552973751
2,1.455297374
4,1.4552973729
8,1.4552973718
8,1.4552973707
7,1.4552973696
8,1.4552973685
8,1.4552973674
6,1.4552973663
1,1.4552973652
5,1.4552973641
4,1.455297363
2,1.4552973619
1,1.4552973608
1,1.4552973597
7,1.4552973586
3,1.4552973575
3,1.4552973564
5,1.4552973553
12,1.4552973542
10,1.4552973531
4,1.455297352
7,1.4552973509
3,1.4552973498
9,1.4552973487
7,1.4552973476
2,1.4552973465
5,1.4552973454
1,1.4552973443
-2,1.4552973432
-4,1.4552973421
2,1.455297341
5,1.4552973399
4,1.4552973388
1,1.4552973377
5,1.4552973366
7,1.4552973355
10,1.4552973344
10,1.4552973333
5,1.4552973322
1,1.4552973311
1,1.45529733
6,1.4552973289
1,1.4552973278
3,1.4552973267
4,1.4552973256
2,1.4552973245
1,1.4552973234
0,1.4552973223
4,1.4552973212
6,1.4552973201
7,1.455297319
7,1.4552973179
7,1.4552973168
5,1.4552973157
5,1.4552973146
3,1.4552973135
4,1.4552973124
5,1.4552973113
8,1.4552973102
8,1.4552973091
4,1.455297308
2,1.4552973069
6,1.4552973058
7,1.4552973047
9,1.4552973036
7,1.4552973025
6,1.4552973014
-1,1.4552973003
5,1.4552972992
6,1.4552972981
4,1.455297297
4,1.4552972959
3,1.4552972948
2,1.4552972937
6,1.4552972926
5,1.4552972915
0,1.4552972904
4,1.4552972893
6,1.4552972882
5,1.4552972871
5,1.455297286
11,1.4552972849
4,1.4552972838
7,1.4552972827
4,1.4552972816
5,1.4552972805
5,1.4552972794
5,1.4552972783
3,1.4552972772
7,1.4552972761
9,1.455297275
3,1.4552972739
7,1.4552972728
3,1.4552972717
3,1.4552972706
5,1.4552972695
8,1.4552972684
10,1.4552972673
4,1.4552972662
6,1.4552972651
1,1.455297264
0,1.4552972629
4,1.4552972618
5,1.4552972607
3,1.4552972596
6,1.4552972585
4,1.4552972574
3,1.4552972563
8,1.4552972552
6,1.4552972541
5,1.455297253
9,1.4552972519
7,1.4552972508
2,1.4552972497
6,1.4552972486
9,1.4552972475
7,1.4552972464
6,1.4552972453
8,1.4552972442
6,1.4552972431
3,1.455297242
6,1.4552972409
0,1.4552972398
0,1.4552972387
6,1.4552972376
8,1.4552972365
7,1.4552972354
6,1.4552972343
8,1.4552972332
8,1.4552972321
8,1.455297231
5,1.4552972299
4,1.4552972288
2,1.4552972277
3,1.4552972266
4,1.4552972255
9,1.4552972244
6,1.4552972233
3,1.4552972222
-1,1.4552972211
9,1.45529722
10,1.4552972189
5,1.4552972178
7,1.4552972167
0,1.4552972156
5,1.4552972145
9,1.4552972134
3,1.4552972123
4,1.4552972112
3,1.4552972101
1,1.455297209
5,1.4552972079
3,1.4552972068
4,1.4552972057
7,1.4552972046
4,1.4552972035
4,1.4552972024
5,1.4552972013
0,1.4552972002
9,1.4552971991
12,1.455297198
10,1.4552971969
10,1.4552971958
9,1.4552971947
4,1.4552971936
-1,1.4552971925
5,1.4552971914
7,1.4552971903
2,1.4552971892
3,1.4552971881
5,1.455297187
4,1.4552971859
3,1.4552971848
1,1.4552971837
8,1.4552971826
9,1.4552971815
8,1.4552971804
4,1.4552971793
6,1.4552971782
5,1.4552971771
0,1.455297176
1,1.4552971749
3,1.4552971738
0,1.4552971727
-1,1.4552971716
2,1.4552971705
1,1.4552971694
9,1.4552971683
4,1.4552971672
4,1.4552971661
11,1.455297165
9,1.4552971639
6,1.4552971628
5,1.4552971617
5,1.4552971606
4,1.4552971595
2,1.4552971584
3,1.4552971573
2,1.4552971562
0,1.4552971551
7,1.455297154
7,1.4552971529
9,1.4552971518
4,1.4552971507
5,1.4552971496
6,1.4552971485
5,1.4552971474
5,1.4552971463
4,1.4552971452
1,1.4552971441
5,1.455297143
4,1.4552971419
6,1.4552971408
6,1.4552971397
6,1.4552971386
6,1.4552971375
6,1.4552971364
8,1.4552971353
6,1.4552971342
5,1.4552971331
3,1.455297132
6,1.4552971309
5,1.4552971298
8,1.4552971287
6,1.4552971276
1,1.4552971265
1,1.4552971254
4,1.4552971243
1,1.4552971232
7,1.4552971221
9,1.455297121
2,1.4552971199
4,1.4552971188
2,1.4552971177
4,1.4552971166
4,1.4552971155
3,1.4552971144
4,1.4552971133
5,1.4552971122
11,1.4552971111
9,1.45529711
7,1.4552971089
10,1.4552971078
6,1.4552971067
7,1.4552971056
3,1.4552971045
1,1.4552971034
1,1.4552971023
1,1.4552971012
4,1.4552971001
6,1.455297099
4,1.4552970979
5,1.4552970968
4,1.4552970957
3,1.4552970946
3,1.4552970935
2,1.4552970924
4,1.4552970913
4,1.4552970902
6,1.4552970891
0,1.455297088
0,1.4552970869
4,1.4552970858
-1,1.4552970847
5,1.4552970836
7,1.4552970825
6,1.4552970814
4,1.4552970803
5,1.4552970792
8,1.4552970781
5,1.455297077
9,1.4552970759
7,1.4552970748
10,1.4552970737
5,1.4552970726
0,1.4552970715
2,1.4552970704
4,1.4552970693
1,1.4552970682
1,1.4552970671
1,1.455297066
0,1.4552970649
3,1.4552970638
5,1.4552970627
8,1.4552970616
9,1.4552970605
15,1.4552970594
11,1.4552970583
13,1.4552970572
7,1.4552970561
7,1.455297055
6,1.4552970539
9,1.4552970528
7,1.4552970517
6,1.4552970506
2,1.4552970495
2,1.4552970484
2,1.4552970473
8,1.4552970462
1,1.4552970451
2,1.455297044
1,1.4552970429
3,1.4552970418
6,1.4552970407
5,1.4552970396
-1,1.4552970385
3,1.4552970374
10,1.4552970363
10,1.4552970352
5,1.4552970341
5,1.455297033
3,1.4552970319
2,1.4552970308
-1,1.4552970297
1,1.4552970286
5,1.4552970275
5,1.4552970264
8,1.4552970253
8,1.4552970242
6,1.4552970231
6,1.455297022
7,1.4552970209
0,1.4552970198
5,1.4552970187
5,1.4552970176
-2,1.4552970165
0,1.4552970154
1,1.4552970143
4,1.4552970132
1,1.4552970121
6,1.455297011
1,1.4552970099
2,1.4552970088
3,1.4552970077
3,1.4552970066
5,1.4552970055
8,1.4552970044
7,1.4552970033
7,1.4552970022
7,1.4552970011
8,1.455297
9,1.4552969989
9,1.4552969978
9,1.4552969967
4,1.4552969956
2,1.4552969945
7,1.4552969934
-1,1.4552969923
-2,1.4552969912
1,1.4552969901
6,1.455296989
4,1.4552969879
2,1.4552969868
4,1.4552969857
2,1.4552969846
7,1.4552969835
7,1.4552969824
6,1.4552969813
7,1.4552969802
4,1.4552969791
7,1.455296978
3,1.4552969769
3,1.4552969758
2,1.4552969747
7,1.4552969736
7,1.4552969725
4,1.4552969714
3,1.4552969703
8,1.4552969692
5,1.4552969681
5,1.455296967
4,1.4552969659
4,1.4552969648
6,1.4552969637
4,1.4552969626
2,1.4552969615
4,1.4552969604
5,1.4552969593
3,1.4552969582
7,1.4552969571
5,1.455296956
1,1.4552969549
-3,1.4552969538
4,1.4552969527
6,1.4552969516
3,1.4552969505
-1,1.4552969494
2,1.4552969483
6,1.4552969472
5,1.4552969461
4,1.455296945
7,1.4552969439
2,1.4552969428
7,1.4552969417
8,1.4552969406
3,1.4552969395
3,1.4552969384
4,1.4552969373
5,1.4552969362
4,1.4552969351
1,1.455296934
4,1.4552969329
-1,1.4552969318
4,1.4552969307
6,1.4552969296
7,1.4552969285
6,1.4552969274
10,1.4552969263
5,1.4552969252
1,1.4552969241
7,1.455296923
5,1.4552969219
0,1.4552969208
1,1.4552969197
3,1.4552969186
7,1.4552969175
4,1.4552969164
10,1.4552969153
7,1.4552969142
8,1.4552969131
6,1.455296912
7,1.4552969109
3,1.4552969098
6,1.4552969087
7,1.4552969076
3,1.4552969065
-2,1.4552969054
2,1.4552969043
4,1.4552969032
2,1.4552969021
6,1.455296901
4,1.4552968999
3,1.4552968988
5,1.4552968977
-1,1.4552968966
5,1.4552968955
8,1.4552968944
5,1.4552968933
4,1.4552968922
0,1.4552968911
-1,1.45529689
-1,1.4552968889
6,1.4552968878
8,1.4552968867
6,1.4552968856
5,1.4552968845
3,1.4552968834
4,1.4552968823
3,1.4552968812
7,1.4552968801
5,1.455296879
3,1.4552968779
0,1.4552968768
2,1.4552968757
6,1.4552968746
5,1.4552968735
2,1.4552968724
8,1.4552968713
2,1.4552968702
2,1.4552968691
3,1.455296868
7,1.4552968669
2,1.4552968658
-1,1.4552968647
3,1.4552968636
6,1.4552968625
4,1.4552968614
6,1.4552968603
6,1.4552968592
4,1.4552968581
5,1.455296857
8,1.4552968559
6,1.4552968548
7,1.4552968537
-1,1.4552968526
-2,1.4552968515
3,1.4552968504
5,1.4552968493
4,1.4552968482
6,1.4552968471
5,1.455296846
7,1.4552968449
9,1.4552968438
7,1.4552968427
3,1.4552968416
4,1.4552968405
3,1.4552968394
4,1.4552968383
7,1.4552968372
10,1.4552968361
3,1.455296835
-2,1.4552968339
2,1.4552968328
-1,1.4552968317
2,1.4552968306
8,1.4552968295
8,1.4552968284
3,1.4552968273
5,1.4552968262
7,1.4552968251
14,1.455296824
12,1.4552968229
6,1.4552968218
4,1.4552968207
6,1.4552968196
4,1.4552968185
3,1.4552968174
1,1.4552968163
0,1.4552968152
3,1.4552968141
6,1.455296813
8,1.4552968119
2,1.4552968108
3,1.4552968097
1,1.4552968086
5,1.4552968075
6,1.4552968064
5,1.4552968053
4,1.4552968042
6,1.4552968031
3,1.455296802
6,1.4552968009
5,1.4552967998
5,1.4552967987
6,1.4552967976
4,1.4552967965
4,1.4552967954
3,1.4552967943
8,1.4552967932
9,1.4552967921
5,1.455296791
5,1.4552967899
3,1.4552967888
3,1.4552967877
6,1.4552967866
6,1.4552967855
5,1.4552967844
5,1.4552967833
3,1.4552967822
5,1.4552967811
